Data,Method,Measure,Value
Community_Data,a,ambiguity,0.23
Community_Data,a,discrepancy,0.136
Community_Data,a,disagreement,"DescribeResult(nobs=5995, minmax=(0.0, 0.09147869674185463), mean=0.017808700232650014, variance=0.000372512456272207, skewness=1.2559857865646142, kurtosis=1.3487135578384688)"
Community_Data,b,variance in predictions,"DescribeResult(nobs=399, minmax=(2.0006745874403488e-05, 0.02260172642856907), mean=0.002708520762551799, variance=1.0016557815759689e-05, skewness=2.498162931676616, kurtosis=8.456736427239969)"
Community_Data,b,ambiguity,0.197
Community_Data,b,discrepancy,0.114
Community_Data,b,disagreement,"DescribeResult(nobs=1485, minmax=(0.0, 0.09147869674185463), mean=0.014159979072259774, variance=0.00030555810982844424, skewness=1.7638853727986978, kurtosis=3.7185753795369827)"
Community_Data,c,variance in predictions,"DescribeResult(nobs=399, minmax=(0.00030359357547893177, 0.030344245366807916), mean=0.004931914960129657, variance=1.9782383844963702e-05, skewness=2.529908069481675, kurtosis=8.79365518521193)"
Community_Data,c,ambiguity,0.182
Community_Data,c,discrepancy,0.122
Community_Data,c,disagreement,"DescribeResult(nobs=55, minmax=(0.0, 0.07268170426065163), mean=0.025723399407609933, variance=0.0005457725899180412, skewness=0.462274543610878, kurtosis=-1.1609227855039694)"
Community_Data,d,variance in predictions,"DescribeResult(nobs=399, minmax=(0.00026620483433563257, 0.026242012941156054), mean=0.003745781642065117, variance=7.69668894739328e-06, skewness=2.7951127923663326, kurtosis=14.208837731537546)"
Community_Data,d,ambiguity,0.173
Community_Data,d,discrepancy,0.113
Community_Data,d,disagreement,"DescribeResult(nobs=45, minmax=(0.0, 0.05263157894736842), mean=0.012698412698412698, variance=0.00018655661710667646, skewness=1.0706018989237431, kurtosis=0.3257090023984164)"
Compas_Data,M,variance in predictions,"DescribeResult(nobs=1235, minmax=(0.0008259812578510716, 0.15733655182356174), mean=0.019927732455070776, variance=0.00044277519617857725, skewness=3.18797284012196, kurtosis=12.072350300381283)"
Compas_Data,M,ambiguity,0.408
Compas_Data,M,discrepancy,0.309
Compas_Data,M,disagreement,"DescribeResult(nobs=36, minmax=(0.0, 0.3522267206477733), mean=0.13087044534412953, variance=0.009762909687797815, skewness=0.44164854612384263, kurtosis=-1.0630713263455491)"
Compas_Data,a,variance in predictions,"DescribeResult(nobs=1235, minmax=(0.0004449581714970263, 0.07818699227008455), mean=0.00917574273331049, variance=9.43993346510819e-05, skewness=2.8676248377622646, kurtosis=10.591155337594639)"
Compas_Data,a,ambiguity,0.368
Compas_Data,a,discrepancy,0.225
Compas_Data,a,disagreement,"DescribeResult(nobs=2556, minmax=(0.0, 0.2680161943319838), mean=0.06372003953545835, variance=0.002094585013223386, skewness=0.7661585333005938, kurtosis=0.6216063483348129)"
Compas_Data,b,variance in predictions,"DescribeResult(nobs=1235, minmax=(7.75270389100588e-05, 0.07705947568104139), mean=0.007283792257497762, variance=9.401734020041369e-05, skewness=2.693779505403856, kurtosis=9.604597781572018)"
Compas_Data,b,ambiguity,0.287
Compas_Data,b,discrepancy,0.189
Compas_Data,b,disagreement,"DescribeResult(nobs=630, minmax=(0.0, 0.18380566801619433), mean=0.051690122742754314, variance=0.0013318059783383606, skewness=0.48096677955807415, kurtosis=-0.4362783756151418)"
Compas_Data,c,variance in predictions,"DescribeResult(nobs=1235, minmax=(7.2557258816967e-05, 0.0564343302189395), mean=0.0067231892290314, variance=5.982104682676119e-05, skewness=2.172384969332831, kurtosis=5.799991221585058)"
Compas_Data,c,ambiguity,0.208
Compas_Data,c,discrepancy,0.15
Compas_Data,c,disagreement,"DescribeResult(nobs=36, minmax=(0.0, 0.1368421052631579), mean=0.04859424201529465, variance=0.0013211304759355048, skewness=0.9193933521351021, kurtosis=-0.16991954286700484)"
Compas_Data,d,variance in predictions,"DescribeResult(nobs=1235, minmax=(5.8018788241214046e-05, 0.06274773338837884), mean=0.006277804596859564, variance=5.029768203040207e-05, skewness=2.018664643033493, kurtosis=5.919963580878374)"
Compas_Data,d,ambiguity,0.186
Compas_Data,d,discrepancy,0.121
Compas_Data,d,disagreement,"DescribeResult(nobs=28, minmax=(0.0, 0.07894736842105263), mean=0.04472238288027763, variance=0.0006678733149008026, skewness=-0.11018047072225914, kurtosis=-1.4407886473580414)"
Adult_Data,M,variance in predictions,"DescribeResult(nobs=6513, minmax=(0.0021039843082480006, 0.16342102384900198), mean=0.025126176687963103, variance=0.00020710315770006087, skewness=3.02328135333125, kurtosis=14.24206576682554)"
Adult_Data,M,ambiguity,0.467
Adult_Data,M,discrepancy,0.365
Adult_Data,M,disagreement,"DescribeResult(nobs=36, minmax=(0.0, 0.40445297504798466), mean=0.14911708253358927, variance=0.016377934147225888, skewness=0.955395067515166, kurtosis=-0.464318680671175)"
Adult_Data,a,variance in predictions,"DescribeResult(nobs=6513, minmax=(1.3491242142753028e-05, 0.10518054152534195), mean=0.009020117845705137, variance=0.00010163006061825274, skewness=2.3694317736796346, kurtosis=9.235190705559429)"
Adult_Data,a,ambiguity,0.335
Adult_Data,a,discrepancy,0.185
Adult_Data,a,disagreement,"DescribeResult(nobs=2556, minmax=(0.0, 0.17351247600767755), mean=0.05918752008746873, variance=0.0017318029213108338, skewness=0.4248348683104659, kurtosis=-0.6545232219124753)"
Adult_Data,b,variance in predictions,"DescribeResult(nobs=6513, minmax=(1.4691682178203272e-05, 0.08869703790277512), mean=0.008069016066230866, variance=8.380476800568082e-05, skewness=2.163333129450351, kurtosis=7.63947975594979)"
Adult_Data,b,ambiguity,0.275
Adult_Data,b,discrepancy,0.151
Adult_Data,b,disagreement,"DescribeResult(nobs=630, minmax=(0.0, 0.17351247600767755), mean=0.0544270785729519, variance=0.0016903474391593246, skewness=0.3853805547783346, kurtosis=-0.8378700823521128)"
Adult_Data,c,variance in predictions,"DescribeResult(nobs=6513, minmax=(1.689475839530953e-05, 0.11447020860647708), mean=0.010386339613836074, variance=0.00013064195048167776, skewness=1.8529801981852418, kurtosis=5.490499292376249)"
Adult_Data,c,ambiguity,0.261
Adult_Data,c,discrepancy,0.165
Adult_Data,c,disagreement,"DescribeResult(nobs=36, minmax=(0.0, 0.15884836852207293), mean=0.07017487737257411, variance=0.0021873533112489645, skewness=0.19357567428511221, kurtosis=-0.9921043712377204)"
Adult_Data,d,variance in predictions,"DescribeResult(nobs=6513, minmax=(1.4490471337875581e-05, 0.13387405580012365), mean=0.007840651260186854, variance=9.053166962407612e-05, skewness=2.3745920295157417, kurtosis=12.821155160725043)"
Adult_Data,d,ambiguity,0.224
Adult_Data,d,discrepancy,0.155
Adult_Data,d,disagreement,"DescribeResult(nobs=28, minmax=(0.0, 0.15224568138195776), mean=0.05120098711269537, variance=0.003088585553850565, skewness=0.9641262825856607, kurtosis=-0.7690264438857577)"
German_Data,M,variance in predictions,"DescribeResult(nobs=200, minmax=(0.00010903966991198575, 0.12685432341656697), mean=0.020648802841561745, variance=0.00048104555988087515, skewness=1.9897329082076176, kurtosis=4.5224725463394595)"
German_Data,M,ambiguity,0.362
German_Data,M,discrepancy,0.235
German_Data,M,disagreement,"DescribeResult(nobs=28, minmax=(0.0, 0.2275), mean=0.12258928571428572, variance=0.004334482473544974, skewness=-0.30140838494507466, kurtosis=-1.1173621907359397)"
German_Data,a,variance in predictions,"DescribeResult(nobs=200, minmax=(9.714443319431456e-05, 0.04728594598896014), mean=0.010293663106815098, variance=5.9131733590192925e-05, skewness=1.4591864693694265, kurtosis=3.006243081372097)"
German_Data,a,ambiguity,0.375
German_Data,a,discrepancy,0.208
German_Data,a,disagreement,"DescribeResult(nobs=1540, minmax=(0.0, 0.225), mean=0.07281493506493507, variance=0.0021826736559412, skewness=0.41281297457125166, kurtosis=-0.19494176662318363)"
German_Data,b,variance in predictions,"DescribeResult(nobs=200, minmax=(8.823296460037481e-05, 0.035303742423474005), mean=0.008647218389818074, variance=4.9430777563620146e-05, skewness=1.3477645888770162, kurtosis=1.6682243602451123)"
German_Data,b,ambiguity,0.31
German_Data,b,discrepancy,0.183
German_Data,b,disagreement,"DescribeResult(nobs=378, minmax=(0.0, 0.16), mean=0.06114417989417989, variance=0.0018649174859304166, skewness=0.29687641076060534, kurtosis=-0.726602787755708)"
German_Data,c,variance in predictions,"DescribeResult(nobs=200, minmax=(2.6854074299621266e-05, 0.028196873143702613), mean=0.005497643711297129, variance=3.725490731473484e-05, skewness=1.7175819587858048, kurtosis=2.4262375935313267)"
German_Data,c,ambiguity,0.167
German_Data,c,discrepancy,0.106
German_Data,c,disagreement,"DescribeResult(nobs=28, minmax=(0.0, 0.085), mean=0.03705357142857142, variance=0.0007097470238095241, skewness=0.12247833756660226, kurtosis=-1.1618274600343867)"
German_Data,d,variance in predictions,"DescribeResult(nobs=200, minmax=(2.425313551163582e-05, 0.035367386334406364), mean=0.0065728001770881915, variance=4.386089179580397e-05, skewness=1.5275866312539628, kurtosis=2.325599137849779)"
German_Data,d,ambiguity,0.185
German_Data,d,discrepancy,0.125
German_Data,d,disagreement,"DescribeResult(nobs=21, minmax=(0.0, 0.1275), mean=0.05273809523809524, variance=0.0013718154761904763, skewness=0.38554109382604734, kurtosis=-0.6198741483907657)"
Folk_Income_Data,M,variance in predictions,"DescribeResult(nobs=19785, minmax=(0.0017817079217861808, 0.14079055343224411), mean=0.024187894914080462, variance=0.00017858666929780685, skewness=2.6948444106850347, kurtosis=11.806523226815159)"
Folk_Income_Data,M,ambiguity,0.469
Folk_Income_Data,M,discrepancy,0.352
Folk_Income_Data,M,disagreement,"DescribeResult(nobs=36, minmax=(0.0, 0.37604245640636846), mean=0.15164757251565442, variance=0.013478779540789302, skewness=0.6658831494256707, kurtosis=-0.7645146040620823)"
Folk_Income_Data,a,variance in predictions,"DescribeResult(nobs=19785, minmax=(0.0005341856852922588, 0.08540506406431625), mean=0.009558614646542618, variance=7.031958100880227e-05, skewness=2.205283885628022, kurtosis=8.240512039700764)"
Folk_Income_Data,a,ambiguity,0.381
Folk_Income_Data,a,discrepancy,0.213
Folk_Income_Data,a,disagreement,"DescribeResult(nobs=2556, minmax=(0.0, 0.1995451099317665), mean=0.06428590920470173, variance=0.002166473905807102, skewness=0.4499715183695789, kurtosis=-0.5464378493742559)"
Folk_Income_Data,b,variance in predictions,"DescribeResult(nobs=19785, minmax=(2.2625556972616558e-05, 0.080648654772239), mean=0.008261110831603387, variance=6.413367319803747e-05, skewness=2.184740868141425, kurtosis=7.5141119840593475)"
Folk_Income_Data,b,ambiguity,0.307
Folk_Income_Data,b,discrepancy,0.182
Folk_Income_Data,b,disagreement,"DescribeResult(nobs=630, minmax=(0.0, 0.19423805913570888), mean=0.05577365408297933, variance=0.0022599406682411167, skewness=0.5667888849296685, kurtosis=-0.5510010060226915)"
Folk_Income_Data,c,variance in predictions,"DescribeResult(nobs=19785, minmax=(0.0010185110144709975, 0.12097210167895614), mean=0.011865798574850867, variance=0.00012066685205718112, skewness=2.3613387672426014, kurtosis=9.758291208991356)"
Folk_Income_Data,c,ambiguity,0.287
Folk_Income_Data,c,discrepancy,0.168
Folk_Income_Data,c,disagreement,"DescribeResult(nobs=36, minmax=(0.0, 0.16633813495072025), mean=0.07940148260466683, variance=0.002131243127419901, skewness=-0.029344720427070755, kurtosis=-1.0310469180333188)"
Folk_Income_Data,d,variance in predictions,"DescribeResult(nobs=19785, minmax=(1.494687739795918e-05, 0.10845533028671757), mean=0.006753706774778128, variance=6.882656421689045e-05, skewness=3.1261571009571183, kurtosis=16.177639756850457)"
Folk_Income_Data,d,ambiguity,0.2
Folk_Income_Data,d,discrepancy,0.151
Folk_Income_Data,d,disagreement,"DescribeResult(nobs=28, minmax=(0.0, 0.10851655294414961), mean=0.04514061879490234, variance=0.0015109801814929703, skewness=-0.015499828845284606, kurtosis=-1.5784503832544736)"
Folk_Travel_Data,M,variance in predictions,"DescribeResult(nobs=17615, minmax=(3.970603675765659e-06, 0.1268004849132), mean=0.0052985522496924115, variance=7.842462994354106e-05, skewness=5.665927434695011, kurtosis=46.19454178761335)"
Folk_Travel_Data,M,ambiguity,0.149
Folk_Travel_Data,M,discrepancy,0.108
Folk_Travel_Data,M,disagreement,"DescribeResult(nobs=10, minmax=(0.0, 0.07317834738425728), mean=0.029143603281387494, variance=0.0005198682401183406, skewness=0.18004490799236023, kurtosis=-0.3681252283591121)"
Folk_Travel_Data,a,variance in predictions,"DescribeResult(nobs=17615, minmax=(3.3436662532763442e-06, 0.0743798748208925), mean=0.0036226133594817666, variance=2.324297874223841e-05, skewness=5.159610344490815, kurtosis=44.53332459166505)"
Folk_Travel_Data,a,ambiguity,0.146
Folk_Travel_Data,a,discrepancy,0.102
Folk_Travel_Data,a,disagreement,"DescribeResult(nobs=190, minmax=(0.0, 0.0656277498651679), mean=0.0171406332402581, variance=0.0002779210492853129, skewness=0.8119806473535078, kurtosis=0.118728329175255)"
Folk_Travel_Data,b,variance in predictions,"DescribeResult(nobs=17615, minmax=(2.490651591981637e-07, 0.07205932553150864), mean=0.003217835106500367, variance=1.6844680636786634e-05, skewness=2.921372255932878, kurtosis=15.970997977998678)"
Folk_Travel_Data,b,ambiguity,0.105
Folk_Travel_Data,b,discrepancy,0.086
Folk_Travel_Data,b,disagreement,"DescribeResult(nobs=45, minmax=(0.0, 0.0365040165772517), mean=0.014993960152778171, variance=0.00022332539166285907, skewness=0.26755542253110964, kurtosis=-1.5747654738323136)"
Folk_Travel_Data,c,variance in predictions,"DescribeResult(nobs=17615, minmax=(9.537017289326779e-08, 0.06992871063088556), mean=0.0032598505838591103, variance=1.7738783566770433e-05, skewness=3.1333241617615144, kurtosis=17.796071568735087)"
Folk_Travel_Data,c,ambiguity,0.097
Folk_Travel_Data,c,discrepancy,0.08
Folk_Travel_Data,c,disagreement,"DescribeResult(nobs=10, minmax=(0.0, 0.022254392687842402), mean=0.012759374379062705, variance=0.00011297525972419356, skewness=-0.3669708364488549, kurtosis=-1.8079554583416535)"
Folk_Travel_Data,d,variance in predictions,"DescribeResult(nobs=17615, minmax=(5.533896872256623e-08, 0.09099077530999133), mean=0.004176430226814489, variance=3.391501708844266e-05, skewness=3.094904847003376, kurtosis=15.152936149687026)"
Folk_Travel_Data,d,ambiguity,0.103
Folk_Travel_Data,d,discrepancy,0.085
Folk_Travel_Data,d,disagreement,"DescribeResult(nobs=6, minmax=(0.0, 0.03590791677311306), mean=0.02366421603413854, variance=0.00032363254317177673, skewness=-0.7047106208841515, kurtosis=-1.4977090639203552)"
Folk_Mobility_Data,M,variance in predictions,"DescribeResult(nobs=6899, minmax=(0.0009093000068182925, 0.10893554252323472), mean=0.019431365652932353, variance=0.0001254743834260125, skewness=2.4401326526878133, kurtosis=10.146826868720446)"
Folk_Mobility_Data,M,ambiguity,0.419
Folk_Mobility_Data,M,discrepancy,0.289
Folk_Mobility_Data,M,disagreement,"DescribeResult(nobs=28, minmax=(7.247952453431905e-05, 0.3656592012756396), mean=0.14608765880781535, variance=0.015117221180449388, skewness=0.6111888192008149, kurtosis=-1.0725324455923413)"
Folk_Mobility_Data,a,variance in predictions,"DescribeResult(nobs=6899, minmax=(0.00010280027797833567, 0.06815348530811305), mean=0.007363585525436892, variance=3.673126021645274e-05, skewness=2.483404983649931, kurtosis=10.395529836759886)"
Folk_Mobility_Data,a,ambiguity,0.33
Folk_Mobility_Data,a,discrepancy,0.161
Folk_Mobility_Data,a,disagreement,"DescribeResult(nobs=1540, minmax=(0.0, 0.2069290425454809), mean=0.05033646501356873, variance=0.0016228800836540823, skewness=0.6111546093981535, kurtosis=-0.2753284463757124)"
Folk_Mobility_Data,b,variance in predictions,"DescribeResult(nobs=6899, minmax=(3.372601474116609e-05, 0.10728121229429327), mean=0.0060314185226623285, variance=4.5085529295248e-05, skewness=3.6934825363602184, kurtosis=24.159145053334438)"
Folk_Mobility_Data,b,ambiguity,0.268
Folk_Mobility_Data,b,discrepancy,0.148
Folk_Mobility_Data,b,disagreement,"DescribeResult(nobs=378, minmax=(0.0, 0.14735087337827063), mean=0.038882580485827566, variance=0.0011705878751336685, skewness=0.4952551090770426, kurtosis=-0.6190340980524076)"
Folk_Mobility_Data,c,variance in predictions,"DescribeResult(nobs=6899, minmax=(1.2493493219163459e-05, 0.05587836670709356), mean=0.007108541027025477, variance=3.4130979707793e-05, skewness=1.9471182684393542, kurtosis=7.2291848787137525)"
Folk_Mobility_Data,c,ambiguity,0.223
Folk_Mobility_Data,c,discrepancy,0.127
Folk_Mobility_Data,c,disagreement,"DescribeResult(nobs=28, minmax=(0.0, 0.11495252591143001), mean=0.04754915664896094, variance=0.00147914602902357, skewness=0.3551087293500625, kurtosis=-1.503636426640164)"
Folk_Mobility_Data,d,variance in predictions,"DescribeResult(nobs=6899, minmax=(1.4291037123097888e-05, 0.08085138743858146), mean=0.006149527604154835, variance=6.193299012388132e-05, skewness=3.0523570369480426, kurtosis=11.91951323174404)"
Folk_Mobility_Data,d,ambiguity,0.189
Folk_Mobility_Data,d,discrepancy,0.132
Folk_Mobility_Data,d,disagreement,"DescribeResult(nobs=21, minmax=(0.0, 0.09864463289120823), mean=0.03566682888274538, variance=0.0008204732108474572, skewness=0.7075300694259585, kurtosis=-0.6227896835021265)"
Community_Data,M,variance in predictions,"DescribeResult(nobs=399, minmax=(0.00040711558886375647, 0.04762493244237258), mean=0.005498733095913061, variance=5.201030764079486e-05, skewness=3.148009838849247, kurtosis=11.544899824113969)"
