age,workclass,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,income
47,private,9,Married,Adm-clerical,Husband,White,Male,50,United-States,1
35,private,9,Never-married,Exec-managerial,Not-in-family,White,Male,45,United-States,0
56,private,9,Married,Exec-managerial,Husband,White,Male,55,United-States,1
45,private,14,Divorced,Prof-specialty,Not-in-family,White,Male,45,United-States,0
48,gov,13,Divorced,Exec-managerial,Unmarried,White,Male,58,United-States,1
40,private,10,Married,Machine-op-inspct,Husband,White,Male,40,United-States,0
39,self,13,Married,Exec-managerial,Husband,White,Male,50,United-States,1
20,private,10,Never-married,Other-service,Own-child,White,Male,40,United-States,0
50,private,16,Married,Prof-specialty,Husband,White,Male,65,United-States,1
38,gov,9,Married,Prof-specialty,Wife,White,Female,40,United-States,1
23,gov,13,Never-married,Prof-specialty,Own-child,White,Female,60,United-States,0
31,private,9,Never-married,Other-service,Own-child,White,Male,16,United-States,0
58,private,13,Married,Adm-clerical,Husband,White,Male,40,United-States,0
66,private,9,Separated,Machine-op-inspct,Not-in-family,Black,Male,40,United-States,0
39,self,9,Married,Exec-managerial,Husband,White,Male,40,United-States,1
54,self,9,Married,Craft-repair,Husband,White,Male,52,United-States,1
26,private,10,Married,Sales,Husband,White,Male,50,Germany,0
51,private,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,United-States,0
34,private,11,Never-married,Transport-moving,Own-child,White,Male,40,United-States,0
50,private,9,Married,Machine-op-inspct,Husband,White,Male,40,United-States,1
42,private,10,Married,Prof-specialty,Husband,White,Male,44,United-States,1
38,private,14,Married,Prof-specialty,Husband,White,Male,25,United-States,0
48,private,4,Married,Handlers-cleaners,Husband,White,Male,40,United-States,0
33,private,11,Married,Tech-support,Wife,White,Female,40,United-States,1
51,private,9,Widowed,Other-service,Unmarried,White,Female,32,United-States,0
22,private,9,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,0
19,?,9,Never-married,?,Own-child,White,Male,30,United-States,0
41,private,10,Never-married,Craft-repair,Not-in-family,White,Male,50,Japan,0
48,gov,14,Married,Prof-specialty,Husband,White,Male,35,United-States,1
42,private,9,Separated,Sales,Not-in-family,White,Female,30,United-States,0
34,private,10,Married,Other-service,Husband,White,Male,40,United-States,0
23,private,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,40,United-States,0
56,private,9,Married,Other-service,Husband,White,Male,50,Yugoslavia,0
30,private,13,Never-married,Prof-specialty,Not-in-family,Black,Male,45,?,0
45,private,9,Married,Exec-managerial,Husband,White,Male,55,United-States,1
48,private,6,Married,Adm-clerical,Wife,White,Female,40,United-States,0
48,self,14,Married,Sales,Not-in-family,Asian-Pac-Islander,Male,50,India,0
31,private,11,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0
20,gov,12,Never-married,Other-service,Own-child,White,Male,20,United-States,0
27,private,10,Never-married,Sales,Not-in-family,White,Male,40,United-States,0
32,private,9,Never-married,Other-service,Not-in-family,Black,Female,40,United-States,0
76,?,4,Widowed,?,Not-in-family,White,Male,2,United-States,0
19,?,9,Never-married,?,Unmarried,White,Male,40,United-States,0
66,self,5,Married,Exec-managerial,Husband,White,Male,1,?,0
37,private,9,Never-married,Other-service,Not-in-family,White,Male,75,United-States,0
34,private,9,Divorced,Priv-house-serv,Unmarried,Black,Female,30,United-States,0
34,?,7,Married,?,Wife,White,Female,8,United-States,0
90,private,9,Never-married,Other-service,Not-in-family,White,Female,40,United-States,0
23,private,10,Never-married,Machine-op-inspct,Own-child,Black,Female,40,United-States,0
43,private,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,0
44,private,13,Married,Exec-managerial,Husband,White,Male,60,United-States,1
24,private,10,Never-married,Tech-support,Not-in-family,White,Female,37,United-States,0
28,private,15,Divorced,Prof-specialty,Unmarried,White,Male,55,United-States,0
64,?,12,Never-married,?,Not-in-family,White,Female,20,United-States,0
23,private,10,Married,Other-service,Husband,White,Male,40,United-States,0
20,private,10,Never-married,Sales,Not-in-family,White,Female,50,United-States,0
36,private,13,Married,Prof-specialty,Husband,White,Male,50,United-States,1
61,private,9,Married,Machine-op-inspct,Husband,White,Male,40,United-States,0
53,self,13,Married,Sales,Husband,White,Male,40,Canada,1
30,private,13,Married,Adm-clerical,Husband,White,Male,40,United-States,1
52,self,10,Married,Sales,Husband,White,Male,55,United-States,1
38,private,10,Divorced,Craft-repair,Not-in-family,White,Male,40,Iran,0
32,private,13,Married,Sales,Husband,White,Male,40,United-States,0
30,self,8,Married,Transport-moving,Husband,White,Male,75,United-States,0
41,private,11,Divorced,Craft-repair,Not-in-family,White,Female,40,United-States,0
49,gov,14,Married,Prof-specialty,Husband,White,Male,40,United-States,1
45,private,9,Married,Craft-repair,Husband,White,Male,47,United-States,1
43,self,9,Married,Exec-managerial,Husband,White,Male,35,United-States,0
61,private,9,Married,Machine-op-inspct,Husband,White,Male,40,United-States,0
54,private,9,Married,Other-service,Husband,White,Male,32,Mexico,0
34,private,12,Separated,Other-service,Unmarried,White,Female,40,United-States,0
49,private,10,Married,Sales,Husband,White,Male,80,United-States,1
38,private,10,Never-married,Other-service,Own-child,White,Male,40,United-States,0
35,private,15,Married,Prof-specialty,Husband,White,Male,80,United-States,1
36,private,8,Married,Transport-moving,Husband,White,Male,40,United-States,0
30,private,13,Married,Exec-managerial,Husband,White,Male,50,United-States,0
36,private,12,Divorced,Tech-support,Not-in-family,White,Female,60,United-States,0
22,gov,13,Never-married,Prof-specialty,Own-child,White,Female,20,United-States,0
38,private,9,Married,Craft-repair,Husband,White,Male,40,United-States,1
37,private,9,Married,Craft-repair,Husband,White,Male,50,United-States,1
48,gov,16,Married,Prof-specialty,Wife,White,Female,46,United-States,1
17,private,7,Never-married,Adm-clerical,Own-child,White,Male,15,United-States,0
19,self,10,Never-married,Craft-repair,Own-child,White,Male,20,United-States,0
27,private,13,Never-married,Sales,Not-in-family,Black,Female,40,United-States,0
22,private,13,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,50,Taiwan,0
49,private,9,Married,Craft-repair,Husband,White,Male,40,United-States,0
43,gov,11,Married,Prof-specialty,Wife,White,Female,40,United-States,1
43,private,13,Separated,Prof-specialty,Unmarried,White,Female,40,United-States,0
19,gov,9,Divorced,Exec-managerial,Not-in-family,White,Female,35,United-States,0
58,self,9,Married,Farming-fishing,Husband,White,Male,60,United-States,0
41,gov,10,Married,Protective-serv,Husband,White,Male,40,United-States,1
31,private,10,Married,Adm-clerical,Husband,White,Male,40,United-States,0
30,private,11,Married,Transport-moving,Husband,White,Male,40,United-States,0
32,private,9,Married,Protective-serv,Husband,White,Male,40,United-States,0
29,private,13,Never-married,Exec-managerial,Not-in-family,White,Male,35,United-States,0
42,private,10,Married,Exec-managerial,Husband,White,Male,52,United-States,1
38,private,9,Divorced,Craft-repair,Own-child,White,Male,28,United-States,0
41,gov,12,Married,Prof-specialty,Husband,White,Male,40,United-States,1
44,self,13,Never-married,Sales,Not-in-family,White,Male,50,United-States,1
31,private,16,Married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,60,China,0
34,private,9,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,0
21,private,10,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,0
22,self,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,20,India,0
62,private,6,Married,Machine-op-inspct,Husband,White,Male,40,United-States,0
19,?,9,Never-married,?,Own-child,White,Female,40,United-States,0
29,self,9,Married,Sales,Wife,White,Female,25,United-States,1
43,private,10,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,0
68,?,4,Married,?,Husband,White,Male,8,United-States,0
45,self,13,Married,Machine-op-inspct,Husband,White,Male,60,United-States,1
39,self,5,Married,Exec-managerial,Husband,White,Male,40,Mexico,0
41,private,13,Married,Exec-managerial,Husband,Black,Male,50,United-States,0
34,self,12,Married,Prof-specialty,Wife,White,Female,25,United-States,1
34,gov,9,Divorced,Adm-clerical,Unmarried,White,Female,33,United-States,0
31,private,13,Never-married,Prof-specialty,Not-in-family,White,Male,47,United-States,0
29,private,9,Never-married,Handlers-cleaners,Own-child,White,Male,25,United-States,0
41,private,13,Married,Craft-repair,Husband,White,Male,40,United-States,1
41,private,11,Married,Transport-moving,Husband,White,Male,55,United-States,0
35,self,14,Married,Sales,Husband,White,Male,45,Mexico,1
33,private,13,Married,Sales,Wife,White,Female,45,United-States,1
37,gov,13,Never-married,Adm-clerical,Not-in-family,White,Male,38,United-States,0
69,private,9,Married,Sales,Wife,White,Female,40,United-States,0
34,private,9,Divorced,Handlers-cleaners,Own-child,White,Female,40,United-States,0
60,self,11,Married,Machine-op-inspct,Husband,White,Male,70,?,1
36,private,10,Married,Craft-repair,Husband,White,Male,40,United-States,0
41,private,9,Married,Transport-moving,Husband,White,Male,50,United-States,0
58,gov,13,Married,Prof-specialty,Wife,White,Female,40,United-States,1
53,private,13,Married,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,Japan,0
29,private,10,Married,Tech-support,Husband,White,Male,40,United-States,0
45,gov,9,Divorced,Tech-support,Not-in-family,White,Female,40,United-States,0
34,gov,10,Married,Exec-managerial,Husband,White,Male,38,United-States,0
36,private,13,Married,Tech-support,Husband,White,Male,40,United-States,0
48,private,10,Divorced,Other-service,Unmarried,Black,Female,35,United-States,0
20,private,11,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,0
35,private,9,Married,Transport-moving,Husband,White,Male,50,United-States,1
63,gov,9,Widowed,Handlers-cleaners,Not-in-family,Black,Male,40,United-States,0
41,self,10,Divorced,Other-service,Unmarried,White,Male,45,United-States,0
28,private,13,Married,Prof-specialty,Husband,White,Male,45,United-States,0
30,private,10,Never-married,Machine-op-inspct,Not-in-family,Black,Female,40,United-States,0
34,?,9,Divorced,?,Not-in-family,White,Female,40,United-States,0
31,private,9,Never-married,Other-service,Unmarried,White,Female,40,Mexico,0
37,private,11,Never-married,Adm-clerical,Own-child,White,Female,38,United-States,0
42,?,10,Divorced,?,Unmarried,White,Male,40,United-States,0
31,private,10,Married,Exec-managerial,Husband,White,Male,50,Jamaica,1
46,self,14,Married,Exec-managerial,Husband,White,Male,45,United-States,1
35,gov,9,Married,Adm-clerical,Husband,Black,Male,60,United-States,1
27,private,9,Married,Craft-repair,Husband,White,Male,53,United-States,0
41,private,2,Married,Craft-repair,Husband,White,Male,35,Mexico,0
19,private,10,Never-married,Other-service,Own-child,White,Female,20,United-States,0
20,private,10,Never-married,Sales,Not-in-family,White,Male,45,United-States,0
59,gov,9,Widowed,Sales,Unmarried,White,Female,40,Germany,0
40,private,13,Never-married,Other-service,Not-in-family,White,Male,37,United-States,0
56,self,10,Married,Sales,Husband,White,Male,60,United-States,0
33,private,14,Married,Prof-specialty,Husband,White,Male,44,United-States,1
30,self,10,Never-married,Exec-managerial,Not-in-family,White,Female,60,United-States,0
46,private,9,Married,Machine-op-inspct,Husband,White,Male,50,United-States,0
61,self,9,Married,Exec-managerial,Husband,White,Male,35,United-States,1
50,self,9,Married,Exec-managerial,Husband,White,Male,40,United-States,1
25,private,9,Never-married,Other-service,Own-child,White,Male,30,United-States,0
40,private,10,Divorced,Adm-clerical,Unmarried,White,Female,39,United-States,0
24,?,10,Never-married,?,Not-in-family,White,Male,40,?,0
51,private,9,Married,Craft-repair,Husband,White,Male,54,United-States,0
43,gov,9,Married,Protective-serv,Husband,White,Male,40,United-States,0
34,private,10,Married,Farming-fishing,Husband,White,Male,54,Mexico,0
46,private,9,Married,Exec-managerial,Husband,White,Male,45,United-States,1
28,gov,14,Married,Prof-specialty,Wife,White,Female,50,United-States,1
26,private,13,Never-married,Transport-moving,Unmarried,Asian-Pac-Islander,Male,40,?,0
20,private,9,Never-married,Handlers-cleaners,Own-child,White,Male,28,United-States,0
44,private,11,Married,Craft-repair,Husband,White,Male,40,United-States,0
51,private,9,Widowed,Transport-moving,Unmarried,White,Male,40,United-States,0
33,private,13,Married,Sales,Husband,White,Male,60,United-States,1
54,private,12,Married,Tech-support,Husband,White,Male,40,United-States,1
50,private,13,Married,Prof-specialty,Wife,White,Female,40,United-States,1
33,private,9,Divorced,Adm-clerical,Not-in-family,Black,Female,40,United-States,0
65,private,13,Married,Adm-clerical,Husband,White,Male,20,United-States,1
22,?,10,Never-married,?,Own-child,White,Female,8,United-States,0
88,self,15,Married,Prof-specialty,Husband,White,Male,40,United-States,0
40,private,9,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States,0
51,private,9,Divorced,Adm-clerical,Not-in-family,White,Female,43,United-States,0
50,private,7,Divorced,Other-service,Not-in-family,Black,Female,40,United-States,0
25,private,14,Married,Farming-fishing,Not-in-family,White,Male,99,United-States,1
20,private,11,Never-married,Other-service,Not-in-family,White,Male,30,United-States,0
47,private,9,Married,Other-service,Husband,White,Male,40,United-States,0
58,?,10,Married,?,Husband,White,Male,40,United-States,1
22,private,11,Never-married,Adm-clerical,Own-child,White,Female,30,United-States,0
50,gov,9,Married,Prof-specialty,Husband,White,Male,48,United-States,1
47,private,9,Never-married,Adm-clerical,Unmarried,White,Female,40,United-States,0
24,gov,7,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,45,United-States,0
50,?,9,Married,?,Husband,White,Male,40,United-States,1
40,private,13,Divorced,Exec-managerial,Not-in-family,White,Female,45,United-States,1
36,private,13,Married,Prof-specialty,Husband,White,Male,40,United-States,0
32,private,9,Married,Adm-clerical,Husband,White,Male,40,United-States,0
44,private,9,Married,Craft-repair,Husband,White,Male,40,United-States,0
51,?,14,Married,?,Husband,White,Male,40,United-States,0
59,gov,10,Never-married,Exec-managerial,Own-child,Black,Female,40,United-States,0
65,private,9,Married,Craft-repair,Husband,White,Male,30,United-States,0
24,gov,13,Never-married,Adm-clerical,Not-in-family,White,Female,65,United-States,0
27,gov,13,Never-married,Prof-specialty,Own-child,White,Male,35,United-States,0
51,private,11,Divorced,Other-service,Not-in-family,White,Male,40,United-States,0
48,private,10,Married,Craft-repair,Husband,White,Male,40,United-States,1
39,private,9,Married,Transport-moving,Husband,White,Male,60,United-States,0
28,private,13,Married,Tech-support,Husband,White,Male,40,United-States,0
19,private,10,Never-married,Other-service,Own-child,White,Female,25,United-States,0
49,gov,13,Divorced,Prof-specialty,Not-in-family,Black,Female,40,United-States,0
